# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-276,c,Kepler-276 c,Transit,0,3,31.88400000,,,0,,,,,,,,,,,,,0.05200,0.01400,-0.01100,0,Mass,0.259,0.113,-0.025,0,,,,,1,1,0,1,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,1181.73,46.92,-46.92,0,1181.73,46.92,-46.92,0,15.368,,0,Kepler-band,15.365,,0,6105.00,200.00,-200.00,0,,,,,1.05,0.48,-0.48,0,2014-05-14,Kepler
Kepler-276,d,Kepler-276 d,Transit,0,3,48.64800000,,,0,,,,,,,,,,,,,0.05100,0.01600,-0.01400,0,Mass,0.250,0.110,-0.024,0,,,,,1,1,0,1,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,1181.73,46.92,-46.92,0,1181.73,46.92,-46.92,0,15.368,,0,Kepler-band,15.365,,0,6105.00,200.00,-200.00,0,,,,,1.05,0.48,-0.48,0,2014-05-14,Kepler
Kepler-277,b,Kepler-277 b,Transit,0,2,17.32400000,,,0,,,,,,,,,,,,,0.27500,0.13100,-0.12600,0,Mass,0.261,0.065,-0.056,0,,,,,1,1,0,1,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,1004.88,16.28,-16.28,0,1004.88,16.28,-16.28,0,13.420,,0,Kepler-band,13.388,,0,5946.00,,,0,,,,,1.65,,,0,2014-05-14,Kepler
Kepler-277,c,Kepler-277 c,Transit,0,2,33.00600000,,,0,,,,,,,,,,,,,0.20200,0.05700,-0.04900,0,Mass,0.300,0.074,-0.064,0,,,,,1,1,0,1,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,1004.88,16.28,-16.28,0,1004.88,16.28,-16.28,0,13.420,,0,Kepler-band,13.388,,0,5946.00,,,0,,,,,1.65,,,0,2014-05-14,Kepler
Kepler-279,c,Kepler-279 c,Transit,0,3,35.73600000,,,0,,,,,,,,,,,,,0.15500,0.02300,-0.01900,0,Mass,0.384,0.153,-0.037,0,,,,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1069.20,22.71,-22.71,0,1069.20,22.71,-22.71,0,13.659,,0,Kepler-band,13.585,,0,6363.00,259.00,-259.00,0,,,,,1.75,0.32,-0.32,0,2014-05-14,Kepler
Kepler-279,d,Kepler-279 d,Transit,0,3,54.41400000,,,0,,,,,,,,,,,,,0.11800,0.01700,-0.01400,0,Mass,0.277,0.111,-0.027,0,,,,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1069.20,22.71,-22.71,0,1069.20,22.71,-22.71,0,13.659,,0,Kepler-band,13.585,,0,6363.00,259.00,-259.00,0,,,,,1.75,0.32,-0.32,0,2014-05-14,Kepler
Kepler-28,b,Kepler-28 b,Transit,0,2,5.91230000,,,0,0.062000,,,0,,,,,,,,,1.51000,,,1,Mass,0.321,,,0,,,,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,443.92,4.75,-4.75,0,443.92,4.75,-4.75,0,15.036,,0,Kepler-band,15.026,,0,4590.00,,,0,0.75,,,0,0.70,,,0,2014-05-14,Kepler
Kepler-28,c,Kepler-28 c,Transit,0,2,8.98580000,,,0,0.081000,,,0,,,,,,,,,1.36000,,,1,Mass,0.303,,,0,,,,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,443.92,4.75,-4.75,0,443.92,4.75,-4.75,0,15.036,,0,Kepler-band,15.026,,0,4590.00,,,0,0.75,,,0,0.70,,,0,2014-05-14,Kepler
Kepler-282,d,Kepler-282 d,Transit,0,4,24.80600000,,,0,,,,,,,,,,,,,0.19200,0.11300,-0.11400,0,Mass,0.219,0.089,-0.018,0,,,,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1390.97,46.40,-46.40,0,1390.97,46.40,-46.40,0,15.204,,0,Kepler-band,15.178,,0,5602.00,155.00,-155.00,0,,,,,0.90,0.21,-0.21,0,2014-05-14,Kepler
Kepler-282,e,Kepler-282 e,Transit,0,4,44.34700000,,,0,,,,,,,,,,,,,0.17700,0.05100,-0.05300,0,Mass,0.277,0.112,-0.022,0,,,,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1390.97,46.40,-46.40,0,1390.97,46.40,-46.40,0,15.204,,0,Kepler-band,15.178,,0,5602.00,155.00,-155.00,0,,,,,0.90,0.21,-0.21,0,2014-05-14,Kepler
Kepler-289,b,Kepler-289 b,Transit,0,3,34.54500000,0.00050000,-0.00050000,0,0.210000,0.010000,-0.010000,0,,,,,89.590,0.300,-0.480,0,0.02300,0.02100,-0.02100,0,Mass,0.192,0.009,-0.009,0,4.10000,3.90000,-3.90000,0,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,700.00,14.00,-14.00,0,718.95,9.10,-9.10,0,13.956,,0,Kepler-band,13.963,,0,5990.00,38.00,-38.00,0,1.08,0.02,-0.02,0,1.00,0.02,-0.02,0,2014-11-19,Kepler
Kepler-289,c,Kepler-289 c,Transit,0,3,125.85180000,0.00760000,-0.00760000,0,0.510000,0.030000,-0.030000,0,,,,,89.794,0.017,-0.016,0,0.42000,0.05000,-0.05000,0,Mass,1.034,0.017,-0.017,0,0.47000,0.06000,-0.06000,0,1,1,0,2,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,700.00,14.00,-14.00,0,718.95,9.10,-9.10,0,13.956,,0,Kepler-band,13.963,,0,5990.00,38.00,-38.00,0,1.08,0.02,-0.02,0,1.00,0.02,-0.02,0,2014-11-19,Kepler
Kepler-289,d,Kepler-289 d,Transit,0,3,66.06340000,0.01140000,-0.01140000,0,0.330000,0.020000,-0.020000,0,,,,,89.730,0.200,-0.380,0,0.01300,0.00300,-0.00300,0,Mass,0.239,0.015,-0.015,0,1.20000,0.30000,-0.30000,0,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,700.00,14.00,-14.00,0,718.95,9.10,-9.10,0,13.956,,0,Kepler-band,13.963,,0,5990.00,38.00,-38.00,0,1.08,0.02,-0.02,0,1.00,0.02,-0.02,0,2014-11-19,Kepler
Kepler-29,b,Kepler-29 b,Transit,0,2,10.33974000,0.00014000,-0.00015000,0,,,,,0.000000,,,0,89.130,0.450,-0.230,0,0.01573,0.00472,-0.00409,0,Mass,0.227,0.011,-0.011,0,1.65000,0.53000,-0.49000,0,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,851.90,27.37,-27.37,0,851.90,27.37,-27.37,0,15.282,,0,Kepler-band,15.282,,0,5378.00,60.00,-60.00,0,0.76,0.02,-0.03,0,0.73,0.03,-0.03,0,2020-05-07,Kepler
Kepler-29,c,Kepler-29 c,Transit,0,2,13.28613000,0.00026000,-0.00021000,0,,,,,0.000000,,,0,,,,,0.01416,0.00346,-0.00346,0,Mass,0.209,0.011,-0.010,0,1.91000,0.57000,-0.54000,0,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,851.90,27.37,-27.37,0,851.90,27.37,-27.37,0,15.282,,0,Kepler-band,15.282,,0,5378.00,60.00,-60.00,0,0.76,0.02,-0.03,0,0.73,0.03,-0.03,0,2020-05-07,Kepler
Kepler-30,b,Kepler-30 b,Transit,0,3,29.33434000,0.00815000,-0.00815000,0,0.180000,,,0,0.042000,0.003000,-0.003000,0,90.179,0.167,-0.167,0,0.03600,0.00400,-0.00400,0,Mass,0.348,0.018,-0.018,0,1.02000,0.13000,-0.13000,0,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,2014-05-14,Kepler
Kepler-30,c,Kepler-30 c,Transit,0,3,60.32310500,0.00024400,-0.00024400,0,0.300000,,,0,0.011100,0.001000,-0.001000,0,90.323,0.030,-0.030,0,2.01000,0.16000,-0.16000,0,Mass,1.097,0.036,-0.036,0,1.88000,0.17000,-0.17000,0,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,2014-05-14,Kepler
Kepler-30,d,Kepler-30 d,Transit,0,3,143.34394000,0.00858000,-0.00858000,0,0.500000,,,0,0.022000,0.005000,-0.005000,0,89.841,0.020,-0.020,0,0.07300,0.00800,-0.00800,0,Mass,0.785,0.045,-0.045,0,0.19000,0.02000,-0.02000,0,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,938.33,28.29,-28.29,0,938.33,28.29,-28.29,0,15.403,,0,Kepler-band,15.376,,0,5498.00,54.00,-54.00,0,0.99,0.08,-0.08,0,0.95,0.12,-0.12,0,2014-05-14,Kepler
Kepler-305,b,Kepler-305 b,Transit,0,3,5.48700000,,,0,,,,,,,,,,,,,0.03300,0.00800,-0.00600,0,Mass,0.321,0.080,-0.032,0,,,,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,26.92,-26.92,0,889.64,26.92,-26.92,0,15.812,,0,Kepler-band,15.766,,0,5100.00,100.00,-100.00,0,,,,,0.79,0.05,-0.05,0,2014-05-14,Kepler
Kepler-305,c,Kepler-305 c,Transit,0,3,8.29100000,,,0,,,,,,,,,,,,,0.01900,0.00800,-0.00700,0,Mass,0.294,0.073,-0.029,0,,,,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,889.64,26.92,-26.92,0,889.64,26.92,-26.92,0,15.812,,0,Kepler-band,15.766,,0,5100.00,100.00,-100.00,0,,,,,0.79,0.05,-0.05,0,2014-05-14,Kepler
Kepler-307,b,Kepler-307 b,Transit,0,2,10.42080000,0.00090000,-0.00080000,0,,,,,,,,,,,,,0.02341,0.00286,-0.00274,0,Mass,0.217,0.008,-0.008,0,2.62000,0.38000,-0.34000,0,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,5.35,-5.35,0,585.27,5.35,-5.35,0,14.072,,0,Kepler-band,14.056,,0,5367.00,94.00,-94.00,0,0.91,0.03,-0.03,0,0.81,0.02,-0.02,0,2016-04-07,Kepler
Kepler-307,c,Kepler-307 c,Transit,0,2,13.07290000,0.00120000,-0.00120000,0,,,,,,,,,,,,,0.01145,0.00205,-0.00182,0,Mass,0.196,0.006,-0.006,0,1.74000,0.30000,-0.30000,0,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,5.35,-5.35,0,585.27,5.35,-5.35,0,14.072,,0,Kepler-band,14.056,,0,5367.00,94.00,-94.00,0,0.91,0.03,-0.03,0,0.81,0.02,-0.02,0,2016-04-07,Kepler
Kepler-31,c,Kepler-31 c,Transit,0,3,42.63180000,0.00050000,-0.00050000,0,0.260000,,,0,,,,,,,,,4.70000,,,1,Mass,0.473,0.098,-0.098,0,,,,,1,1,0,1,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,1747.58,70.33,-70.33,0,1747.58,70.33,-70.33,0,15.237,,0,Kepler-band,15.224,,0,6340.00,200.00,-200.00,0,1.21,0.17,-0.17,0,1.22,0.24,-0.24,0,2014-05-14,Kepler
Kepler-31,d,Kepler-31 d,Transit,0,3,87.64510000,0.00140000,-0.00140000,0,0.400000,,,0,,,,,,,,,6.80000,,,1,Mass,0.348,0.071,-0.071,0,,,,,0,1,0,2,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,1747.58,70.33,-70.33,0,1747.58,70.33,-70.33,0,15.237,,0,Kepler-band,15.224,,0,6340.00,200.00,-200.00,0,1.21,0.17,-0.17,0,1.22,0.24,-0.24,0,2016-03-24,Kepler
Kepler-32,b,Kepler-32 b,Transit,0,5,5.90124000,0.00010000,-0.00010000,0,0.050000,,,0,,,,,,,,,4.10000,,,1,Mass,0.196,0.018,-0.018,0,,,,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,3.44,-3.44,0,326.85,3.44,-3.44,0,16.452,,0,V (Johnson),15.812,,0,3900.00,200.00,-200.00,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,2016-03-24,Kepler
Kepler-32,c,Kepler-32 c,Transit,0,5,8.75220000,0.00030000,-0.00030000,0,0.090000,,,0,,,,,,,,,0.50000,,,1,Mass,0.178,0.018,-0.018,0,,,,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,326.85,3.44,-3.44,0,326.85,3.44,-3.44,0,16.452,,0,V (Johnson),15.812,,0,3900.00,200.00,-200.00,0,0.58,0.05,-0.05,0,0.53,0.04,-0.04,0,2016-03-24,Kepler
Kepler-328,b,Kepler-328 b,Transit,0,2,34.92100000,,,0,,,,,,,,,,,,,0.09000,0.04100,-0.03900,0,Mass,0.205,0.086,-0.021,0,,,,,1,1,0,1,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,2354.42,167.35,-167.35,0,2354.42,167.35,-167.35,0,15.674,,0,Kepler-band,15.604,,0,5914.00,,,0,1.10,,,0,1.00,,,0,2014-05-14,Kepler
Kepler-328,c,Kepler-328 c,Transit,0,2,71.31200000,,,0,,,,,,,,,,,,,0.12400,0.04300,-0.04000,0,Mass,0.482,0.200,-0.048,0,,,,,1,1,0,1,19h43m14.23s,295.809289,+40d00m30.6s,40.008503,2354.42,167.35,-167.35,0,2354.42,167.35,-167.35,0,15.674,,0,Kepler-band,15.604,,0,5914.00,,,0,1.10,,,0,1.00,,,0,2014-05-14,Kepler
Kepler-338,e,Kepler-338 e,Transit Timing Variations,0,4,9.34100000,,,0,,,,,,,,,,,,,0.02700,0.02300,-0.02000,0,Mass,0.139,0.006,-0.006,0,,,,,1,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923.00,77.00,-77.00,0,,,,,1.74,0.08,-0.08,0,2014-05-28,Kepler
Kepler-34,b,Kepler-34 b,Transit,0,1,288.82200000,0.06300000,-0.08100000,0,1.089600,0.000900,-0.000900,0,0.182000,0.016000,-0.020000,0,90.355,0.026,-0.018,0,0.22000,0.01100,-0.01000,0,Mass,0.764,0.012,-0.014,0,0.61300,0.04500,-0.04100,0,1,1,0,0,19h45m44.60s,296.435821,+44d38m29.6s,44.641560,1499.00,33.00,-33.00,0,1896.54,92.01,-92.01,0,14.875,,0,Kepler-band,14.830,,0,5913.00,130.00,-130.00,0,1.05,0.00,0.00,0,1.16,0.00,0.00,0,2014-05-14,Kepler
Kepler-35,b,Kepler-35 b,Transit,0,1,131.45800000,0.07700000,-0.10500000,0,0.603470,0.001010,-0.001030,0,0.042000,0.007000,-0.004000,0,90.760,0.120,-0.090,0,0.12700,0.02000,-0.02000,0,Mass,0.728,0.014,-0.014,0,0.41000,0.07000,-0.06900,0,1,1,0,0,19h37m59.27s,294.496978,+46d41m23.1s,46.689762,1645.00,43.00,-43.00,0,1917.46,123.50,-123.50,0,15.726,,0,Kepler-band,15.735,,0,5606.00,150.00,-150.00,0,0.89,0.01,-0.01,0,1.03,0.00,0.00,0,2014-05-14,Kepler
Kepler-350,c,Kepler-350 c,Transit,0,3,17.84900000,,,0,,,,,,,,,,,,,0.01900,0.01000,-0.01000,0,Mass,0.277,0.127,-0.054,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,Kepler
Kepler-350,d,Kepler-350 d,Transit,0,3,26.13600000,,,0,,,,,,,,,,,,,0.04700,0.01700,-0.01500,0,Mass,0.250,0.114,-0.048,0,,,,,1,1,0,1,19h01m40.71s,285.419606,+39d42m22.0s,39.706107,983.79,20.78,-20.78,0,983.79,20.78,-20.78,0,13.781,,0,Kepler-band,13.761,,0,6186.00,100.00,-100.00,0,,,,,1.53,0.31,-0.31,0,2014-05-14,Kepler
Kepler-36,b,Kepler-36 b,Transit,0,2,13.86825000,0.00050000,-0.00050000,0,,,,,0.000000,,,0,,,,,0.01205,0.00035,-0.00031,0,Mass,0.134,0.005,-0.004,0,6.26000,0.79000,-0.64000,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,Kepler
Kepler-36,c,Kepler-36 c,Transit,0,2,16.21865000,0.00010000,-0.00010000,0,,,,,0.000000,,,0,89.360,0.450,-0.290,0,0.02243,0.00057,-0.00057,0,Mass,0.328,0.009,-0.008,0,0.78700,0.06500,-0.06200,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,Kepler
Kepler-37,b,Kepler-37 b,Transit,0,4,13.36731000,0.00007100,-0.00007100,0,,,,,0.000000,,,0,88.630,0.410,-0.410,0,0.01000,0.01000,-0.01000,0,Mass,0.030,0.000,0.000,0,,,,,0,1,0,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,64.04,0.12,-0.12,0,64.04,0.12,-0.12,0,9.705,,0,Kepler-band,9.550,,0,5417.00,75.00,-75.00,0,0.87,0.15,-0.15,0,0.79,0.03,-0.03,0,2018-04-26,Kepler
Kepler-37,c,Kepler-37 c,Transit,0,4,21.30200000,,,0,,,,,,,,,,,,,0.03776,,,1,Mass,0.067,0.003,-0.003,0,,,,,0,1,0,1,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,64.04,0.12,-0.12,0,64.04,0.12,-0.12,0,9.705,,0,Kepler-band,9.550,,0,5417.00,75.00,-75.00,0,0.87,0.15,-0.15,0,0.79,0.03,-0.03,0,2016-10-27,Kepler
Kepler-37,d,Kepler-37 d,Transit,0,4,39.79220000,,,0,,,,,,,,,,,,,0.03839,,,1,Mass,0.173,0.005,-0.005,0,,,,,1,1,0,1,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,64.04,0.12,-0.12,0,64.04,0.12,-0.12,0,9.705,,0,Kepler-band,9.550,,0,5417.00,75.00,-75.00,0,0.87,0.15,-0.15,0,0.79,0.03,-0.03,0,2016-10-27,Kepler
Kepler-38,b,Kepler-38 b,Transit,0,1,105.59900000,0.03800000,-0.05300000,0,0.463200,0.008200,-0.009200,0,0.032000,,,1,89.442,0.030,-0.026,0,0.38400,,,1,Mass,0.384,0.010,-0.010,0,,,,,0,1,0,0,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,1215.78,21.46,-21.46,0,1215.78,21.46,-21.46,0,13.941,,0,Kepler-band,13.907,,0,5623.00,50.00,-50.00,0,0.94,0.06,-0.06,0,1.75,0.03,-0.03,0,2014-05-14,Kepler
Kepler-39,b,Kepler-39 b,Transit,0,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,20.10000,1.30000,-1.30000,0,Mass,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,1,1,0,1,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,1090.44,19.45,-19.45,0,1090.44,19.45,-19.45,0,14.460,,0,V (Johnson),14.262,,0,6350.00,100.00,-100.00,0,1.29,0.06,-0.07,0,1.40,0.10,-0.10,0,2015-01-29,Kepler
Kepler-396,b,Kepler-396 b,Transit,0,2,42.99400000,,,0,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,Mass,0.312,0.114,-0.058,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,1.81,-1.81,0,225.19,1.81,-1.81,0,11.921,,0,Kepler-band,11.829,,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,Kepler
Kepler-396,c,Kepler-396 c,Transit,0,2,88.50500000,,,0,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,Mass,0.473,0.174,-0.088,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,1.81,-1.81,0,225.19,1.81,-1.81,0,11.921,,0,Kepler-band,11.829,,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,Kepler
Kepler-4,b,Kepler-4 b,Transit,0,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.000000,,,0,89.760,0.240,-2.050,0,0.07700,0.01200,-0.01200,0,Mass,0.357,0.019,-0.019,0,1.91000,0.36000,-0.47000,0,0,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.00,80.00,-80.00,0,494.82,5.95,-5.95,0,12.700,0.422,0,V (Johnson),12.158,,0,5857.00,120.00,-120.00,0,1.22,0.05,-0.09,0,1.49,0.07,-0.08,0,2014-05-14,Kepler
Kepler-40,b,Kepler-40 b,Transit,0,1,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,0.000000,,,0,89.700,0.300,-0.100,0,2.20000,0.40000,-0.40000,0,Mass,1.170,0.040,-0.040,0,1.68000,0.53000,-0.43000,0,0,1,0,1,19h47m15.29s,296.813690,+47d31m35.8s,47.526608,2700.00,200.00,-200.00,0,2468.42,139.62,-139.62,0,14.588,,0,Kepler-band,14.559,,0,6510.00,100.00,-100.00,0,1.48,0.06,-0.06,0,2.13,0.06,-0.06,0,2014-05-14,Kepler
Kepler-406,b,Kepler-406 b,Transit,0,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,3.42,-3.42,0,367.86,3.42,-3.42,0,12.520,,0,Kepler-band,12.490,,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,Kepler
